,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,PLR_NAME,BZR_NAME
63,12200411,69,13,0,1,22,9,0,21,0,19,0,53.03,8.25,4.12,17.57,65.05,0.55,22.95,0.4840679360775975,39.86,6.73,15.01,37.04,-0.22,0.53,-5.19,32.45,62.03,5.52,2.95,0,0,0,0,0,0,0,14,2,Schumacher-Quartier,West 1 - Tegel-Süd/Flughafensee
64,5300840,173,26,1,4,16,16,0,72,15,8,3,49.38,8.33,10.41,30.66,65.92,0.29,4.39,0.40425786614568276,34.27,4.5,10.29,32.08,1.69,-4.36,-23.69,21.73,78.27,0.0,2.87,0,1,0,0,1,2,0,14,6,Nonnendammallee,Siemensstadt
65,1300835,176,117,9,11,40,33,2,284,8,46,10,59.6,10.25,23.09,19.76,63.96,0.64,43.98,0.3288182126356987,25.29,7.66,20.09,44.78,2.21,-1.94,-1.8,10.96,83.03,6.01,4.38,0,0,6,2,4,5,1,50,15,Humboldthain Süd,Brunnenstraße Nord
66,1401044,143,110,7,13,44,30,3,191,6,84,2,68.58,9.6,5.88,15.24,61.66,1.04,68.97,0.5289856829828932,43.52,10.34,26.24,62.32,2.81,-3.48,-6.9,50.91,48.44,0.64,2.9,0,1,3,1,2,0,2,52,10,Uferstraße,Wedding Zentrum
67,4300621,138,183,8,4,65,36,3,163,5,50,7,48.8,13.07,4.71,6.8,64.77,1.89,98.67,1.0550000000000002,72.07,5.29,11.66,24.36,1.33,-0.66,0.87,56.02,40.51,3.48,1.98,0,4,4,1,1,4,1,49,5,Richard-Wagner-Straße,Otto-Suhr-Allee/Kantstraße
68,4300620,92,97,3,3,21,26,1,219,5,16,3,59.6,13.07,4.71,6.8,64.77,1.88,98.66,1.0548816718550245,72.06,4.17,10.09,24.12,0.19,-2.76,-5.65,57.75,30.93,11.32,1.5,0,1,2,0,1,3,0,23,1,Spreestadt,Otto-Suhr-Allee/Kantstraße
69,1200520,100,105,5,7,48,29,2,169,2,35,3,50.84,14.53,6.69,4.41,59.13,1.19,87.17,0.843,52.36,6.12,13.58,31.26,1.61,-1.83,-1.86,68.67,26.93,4.4,2.85,0,1,2,0,1,3,0,40,4,Bremer Straße,Moabit West
70,12500929,83,11,3,2,9,14,0,86,22,2,1,17.14,7.55,1.56,42.22,69.9,0.05,10.72,0.2330082308632555,15.78,1.54,2.48,4.26,0.09,-0.28,0.17,32.69,45.8,21.51,2.76,0,0,3,0,1,1,1,13,0,Lübars,Nord 2 - Waidmannslust/Wittenau/Lübars
71,8200831,110,18,0,0,8,13,0,35,15,6,0,28.11,8.67,10.47,15.16,70.38,0.75,28.95,0.350007453445287,18.0,4.71,7.96,20.96,1.72,-0.16,0.96,8.21,77.7,14.09,2.67,0,0,2,1,0,0,0,15,0,Buckow West,Buckow
72,9200818,82,32,1,3,7,14,1,110,6,7,0,11.73,10.22,2.9,25.36,55.4,0.7,40.52,0.516080894255545,43.26,4.76,8.3,15.49,1.39,-0.56,-1.33,60.57,34.35,5.08,2.9,0,0,0,1,0,2,0,16,13,Spindlersfeld,Köllnische Vorstadt/Spindlersfeld
73,6300528,143,27,1,1,12,21,0,88,15,3,3,23.39,10.84,3.52,2.48,68.34,0.67,30.73,0.545,44.53,2.3,2.25,4.57,1.0,-0.31,-0.37,34.13,53.89,11.98,4.51,0,0,3,2,1,3,0,16,1,Teltower Damm,Teltower Damm
74,10100102,44,4,1,1,5,8,0,73,3,7,0,27.52,7.21,1.03,35.28,70.54,0.2,12.62,0.0601426641232101,3.42,7.75,21.16,49.46,-0.02,-3.05,-1.33,0.0,94.29,5.71,1.55,0,0,4,0,2,0,0,8,4,Rosenbecker Straße,Marzahn Nord
75,6300631,137,13,1,1,11,18,0,31,6,5,2,38.35,10.84,3.52,2.48,68.34,0.67,30.73,0.5449875606226342,44.53,1.87,3.97,8.99,0.17,-0.62,-2.8,15.53,58.63,25.84,2.29,0,1,2,1,0,1,0,12,0,Goerzwerke,Drakestraße
76,4300622,204,279,14,3,57,46,2,327,8,51,10,57.75,13.07,4.71,6.8,64.77,1.88,98.67,1.0549728005416474,72.07,4.55,12.1,24.96,0.13,-1.21,0.08,36.72,51.39,11.89,1.94,0,3,3,1,1,3,0,20,8,Ernst-Reuter-Platz,Otto-Suhr-Allee/Kantstraße
77,1401046,90,61,4,4,52,17,0,289,4,25,11,58.85,9.83,5.93,14.75,61.55,1.04,69.78,0.5432060507694259,43.91,7.06,14.95,34.7,1.55,-2.44,-7.72,80.68,13.38,5.94,2.11,0,0,2,0,2,1,1,32,4,Nordufer,Wedding Zentrum
78,11100102,55,3,1,1,3,11,0,136,4,6,0,33.26,8.04,0.55,52.91,71.1,0.12,1.33,0.1669618607974844,14.05,3.77,14.07,30.87,2.1,8.68,18.42,13.91,6.37,79.72,1.59,0,0,3,1,0,0,0,8,3,Dorf Falkenberg,"Malchow, Wartenberg und Falkenberg"
79,3300516,153,14,2,1,10,23,1,36,20,8,0,20.45,9.21,10.06,4.97,71.31,0.7,17.18,0.0062239684747619,0.48,3.16,5.6,12.6,1.29,0.95,4.86,32.38,13.9,53.72,1.83,0,1,3,0,2,4,0,21,13,Heinersdorf,Blankenburg/Heinersdorf/Märchenland
80,5200527,109,16,0,2,15,12,0,64,18,2,0,60.76,8.82,10.45,19.87,67.09,0.32,15.61,0.323,29.07,15.38,38.87,71.88,2.02,-1.89,-0.48,17.12,74.43,8.45,2.61,0,0,4,0,2,2,0,15,0,Maulbeerallee,Heerstraße
81,6100209,138,132,3,1,188,32,4,132,0,24,4,35.73,10.8,2.0,1.39,67.92,0.99,55.25,0.975911505360622,60.49,3.59,6.57,13.23,1.06,-1.06,-1.55,48.87,49.29,1.84,3.19,0,0,3,1,0,1,0,31,4,Feuerbachstraße,Albrechtstraße
82,11100205,66,5,0,4,14,16,1,165,2,2,0,28.43,8.04,0.55,52.92,71.1,0.12,1.33,0.16699999999999998,14.05,6.68,16.83,43.82,1.24,-0.79,1.83,0.08,88.7,11.23,2.21,0,0,5,0,2,0,0,16,6,Wartenberg Süd,Neu-Hohenschönhausen Nord
83,12601133,111,9,0,3,6,14,0,72,23,2,0,52.7,7.55,1.56,42.21,69.9,0.05,10.75,0.23321545980870728,15.79,10.84,28.29,54.35,2.84,-4.17,-5.45,0.0,100.0,0.0,4.35,0,0,4,1,1,1,1,13,2,Treuenbrietzener Straße,MV Nord
84,10200423,40,4,1,0,12,4,0,103,1,2,0,31.81,8.62,2.55,38.33,65.45,0.0,0.0,0.094,6.07,7.66,21.2,42.7,1.68,-3.37,-5.57,22.18,76.99,0.82,4.82,0,1,1,0,0,0,1,13,3,Böhlener Straße,Hellersdorf Nord
85,4501044,105,199,10,6,58,42,6,93,0,24,14,42.74,12.9,3.14,3.93,65.66,2.76,101.87,1.0190005250296097,70.4,3.33,7.14,15.2,0.14,-0.13,0.31,52.62,40.27,7.11,2.99,0,0,3,0,2,1,1,25,4,Ludwigkirchplatz,Lietzenburger Straße
86,6400840,79,13,0,0,6,10,0,91,2,0,5,16.86,11.45,2.47,2.07,69.69,0.86,22.74,0.465,21.32,1.44,2.75,4.17,0.23,-0.3,-0.77,84.99,14.28,0.73,7.32,0,1,1,0,1,0,1,10,2,Fischtal,Zehlendorf Nord
87,4200311,208,72,6,2,28,29,2,213,0,14,2,38.92,10.65,2.38,3.59,66.23,0.27,36.32,0.7407570632093121,66.37,4.64,7.76,18.93,1.9,-0.48,-1.61,78.23,21.14,0.63,1.76,0,1,2,1,0,5,2,31,7,Königin-Elisabeth-Straße,Westend
88,12100102,134,31,10,4,35,15,2,218,11,31,3,50.32,8.97,5.87,3.08,63.87,0.74,22.58,0.5188331419664902,40.41,8.21,20.8,49.54,2.11,-1.41,1.03,40.93,52.92,6.15,3.87,0,0,4,2,1,1,0,14,4,Hausotterplatz,Ost 1 - Reginhardstraße
89,10400836,124,9,1,0,8,13,0,89,0,3,0,11.09,9.71,0.55,0.79,76.54,0.11,4.18,0.05401220436184671,2.41,2.28,3.9,5.78,0.46,-0.94,-1.14,36.88,21.96,41.16,3.14,0,0,1,0,0,1,0,10,4,Alt-Kaulsdorf,Kaulsdorf
90,5200419,47,1,0,0,0,2,0,17,3,1,0,6.29,8.82,10.45,19.87,67.09,0.32,15.61,0.3230284785548283,29.07,3.36,5.49,9.52,0.64,-0.5,-0.93,96.28,3.69,0.03,1.77,0,0,3,0,0,0,0,6,1,Am Heideberg,Brunsbütteler Damm
91,6100101,157,95,0,1,118,26,3,203,4,14,3,26.89,10.8,2.0,1.39,67.92,0.99,55.23,0.9757731257977127,60.47,1.62,3.59,6.74,0.16,0.49,2.17,57.85,31.49,10.66,4.68,0,0,2,3,1,2,1,31,4,Fichtenberg,Schloßstraße
92,5200630,116,33,0,1,28,13,0,70,20,10,0,37.43,8.82,10.45,19.87,67.09,0.32,15.61,0.323,29.07,6.96,15.1,38.36,1.52,-0.21,2.93,61.08,35.08,3.84,2.49,0,0,4,0,2,2,1,25,0,Wilhelmstadt West,Wilhelmstadt
93,7400825,80,36,1,5,20,18,0,48,11,11,2,39.53,10.47,2.76,12.69,66.78,1.18,33.68,0.5478710211862927,39.08,4.99,12.15,28.98,1.01,-1.69,-2.02,80.17,16.85,2.98,2.16,0,0,2,1,0,2,0,28,2,Friedrich-Karl-Straße,Tempelhof Südwest
94,10200525,59,4,1,0,11,7,0,27,4,1,0,25.16,8.62,2.54,38.21,65.48,0.0,0.01,0.09387709674378861,6.06,7.94,21.05,43.37,1.72,1.15,2.48,0.16,73.44,26.4,2.69,0,0,2,1,1,1,1,9,6,Schleipfuhl,Hellersdorf Ost
95,11300725,117,23,0,4,31,19,0,373,12,23,1,27.79,8.72,0.59,32.85,62.09,0.45,10.66,0.0630351172170922,6.99,4.06,9.28,18.39,0.22,0.21,1.0,45.35,22.29,32.36,2.17,0,1,4,0,0,1,1,17,11,Nibelungenviertel,Alt-Lichtenberg
96,11100307,59,10,0,4,21,17,1,163,10,4,1,30.54,8.04,0.55,52.92,71.1,0.12,1.33,0.16699999999999998,14.05,7.54,15.84,40.39,1.61,-3.02,-3.93,0.0,100.0,0.0,3.95,0,0,3,0,1,0,1,19,11,Zingster Straße Ost,Neu-Hohenschönhausen Süd
97,12200308,88,12,0,1,18,14,0,60,2,17,0,43.13,8.25,4.12,17.58,65.06,0.55,22.88,0.4838979849533061,39.84,6.74,13.31,37.33,1.88,-2.08,-0.47,24.37,68.25,7.38,2.78,0,0,3,0,1,1,0,19,3,Meller Bogen,West 4 - Auguste-Viktoria-Allee
98,6200421,182,35,1,2,44,33,0,49,3,12,0,26.6,9.29,6.22,9.61,68.98,1.13,20.78,0.4330189419488306,31.99,3.38,6.49,16.8,0.86,0.19,0.28,31.07,58.61,10.33,4.39,0,1,3,2,0,1,0,21,2,Königsberger Straße,Ostpreußendamm
99,1400938,108,66,1,7,80,23,2,301,8,51,11,50.34,9.65,5.89,15.13,61.63,1.04,69.15,0.5321394793689251,43.61,7.75,17.52,46.34,2.22,-1.86,-3.71,59.5,37.29,3.21,4.66,0,0,2,1,2,0,1,49,8,Kameruner Straße,Parkviertel
100,3500934,84,29,5,1,12,20,0,49,8,7,0,25.93,10.29,1.73,21.08,63.25,0.56,44.58,0.2390264864525816,22.29,4.59,6.38,9.63,1.51,-1.61,-1.99,58.35,13.25,28.4,2.04,0,2,2,0,3,3,0,31,12,Weißenseer Spitze,Weißensee
101,6400735,175,23,0,1,5,20,0,153,1,4,6,22.65,11.45,2.47,2.07,69.69,0.86,22.74,0.4649044292763575,21.32,1.39,2.26,3.98,0.2,-0.26,-0.78,27.14,52.23,20.62,9.01,0,0,2,1,0,1,0,8,3,Wannsee,Zehlendorf Südwest
102,9200717,93,15,2,5,25,25,1,71,7,7,2,20.41,10.22,2.91,25.39,55.36,0.7,40.57,0.5169882706230746,43.32,5.22,8.88,23.83,1.47,-0.74,0.71,51.76,24.03,24.21,4.93,0,0,2,0,1,3,0,21,6,Dörpfeldstraße Ost,Adlershof
103,6400844,178,44,2,0,32,25,0,156,4,4,3,32.56,11.45,2.47,2.07,69.69,0.86,22.76,0.4652802569662454,21.34,1.1,2.01,4.4,0.09,0.21,0.38,54.37,31.04,14.59,5.66,0,0,3,1,1,3,1,19,5,Dahlem,Zehlendorf Nord
104,6300634,117,30,1,1,15,26,0,20,6,7,2,24.25,10.84,3.52,2.48,68.34,0.67,30.73,0.5449999675154686,44.53,1.55,2.89,5.28,0.4,0.08,0.74,61.29,30.12,8.59,4.08,0,1,4,2,2,2,0,20,2,Lichterfelde West,Drakestraße
105,2500726,49,52,3,5,27,20,2,130,18,22,0,35.76,13.97,0.74,8.42,52.43,3.05,152.22,1.1159138367882695,84.28,4.73,9.15,18.66,0.86,0.12,1.19,80.26,15.67,4.07,1.87,0,1,2,1,2,1,0,34,12,Hausburgviertel,Frankfurter Allee Nord
106,12601032,79,11,0,0,9,14,0,29,3,3,0,49.95,7.55,1.56,42.23,69.9,0.05,10.72,0.233,15.78,10.62,32.54,65.22,1.62,-2.37,-0.99,6.0,74.89,19.11,3.6,0,0,2,0,0,2,0,12,1,Rollbergesiedlung,Rollbergesiedlung
107,5100315,97,47,4,3,23,12,0,107,3,18,1,45.03,7.99,5.95,12.59,63.56,0.7,14.0,0.403,33.4,7.67,18.57,43.46,1.07,-1.17,-0.13,58.35,40.53,1.12,2.74,0,0,3,3,1,1,1,17,1,Ackerstraße,Spandau Mitte
108,12400722,107,17,0,0,7,19,0,84,2,5,0,15.28,9.73,1.73,1.7,75.5,0.06,3.89,0.2912152505922132,15.53,1.65,2.79,4.15,0.37,-0.13,0.47,38.25,49.62,12.14,9.72,0,0,2,1,2,3,1,18,1,Hermsdorf West,Nord 1 - Frohnau/Hermsdorf
109,8300934,144,18,1,3,13,17,0,93,7,3,4,52.68,8.22,6.63,27.01,73.04,0.23,3.69,0.2506637677727849,24.13,10.89,20.97,51.1,3.56,-3.19,-4.97,0.01,99.71,0.28,3.52,0,1,2,0,2,1,0,17,3,Gropiusstadt Nord-West,Gropiusstadt West
110,5100208,109,5,0,0,1,9,0,30,2,1,0,44.34,7.99,5.95,12.59,63.56,0.7,14.0,0.403,33.4,9.55,21.88,49.49,2.02,-0.72,-2.67,22.37,63.65,13.98,3.61,0,0,3,0,2,1,1,13,0,Im Spektefeld,Falkenhagener Feld
111,5100207,12,0,0,0,0,1,0,13,1,0,0,27.27,7.99,5.96,12.61,63.57,0.7,14.0,0.4028181799305603,33.39,1.07,2.64,7.98,-0.34,-0.63,-1.03,13.47,7.41,79.12,2.65,0,0,0,0,0,0,0,2,1,An der Tränke,Falkenhagener Feld
112,2500835,187,261,12,10,59,35,0,383,15,98,5,38.21,13.97,0.74,8.38,52.42,3.05,152.33,1.1167094936355277,84.33,4.22,8.07,18.91,1.14,-0.27,0.1,55.43,39.33,5.24,1.21,0,2,4,1,1,4,0,40,15,Stralauer Kiez,Frankfurter Allee Süd FK
113,5200528,105,12,0,2,13,12,0,86,12,1,0,28.71,8.82,10.44,19.86,67.09,0.32,15.6,0.32285462516394914,29.06,3.28,8.22,20.23,0.34,0.28,0.92,13.28,74.64,12.08,3.38,0,0,3,0,1,2,0,13,0,Weinmeisterhornweg,Heerstraße
114,4400832,76,26,2,3,29,13,0,97,0,5,3,26.74,12.38,7.94,8.99,68.32,0.74,48.1,0.896045568127418,57.72,2.41,5.01,9.34,0.6,0.7,4.3,60.01,26.9,13.1,2.91,0,0,3,0,0,1,0,10,1,Breite Straße,Schmargendorf
115,12400619,210,35,2,4,14,41,0,179,5,7,0,16.05,8.55,3.97,15.71,66.44,0.5,20.89,0.44646391452664647,36.42,1.25,3.36,6.58,0.36,0.58,0.92,26.22,55.67,18.12,13.14,0,0,3,1,3,3,1,21,1,Heiligensee,West 2 - Heiligensee/Konradshöhe
116,1401047,122,83,4,8,48,17,0,303,6,44,1,58.84,9.6,5.9,15.24,61.66,1.04,68.95,0.5288197171399369,43.5,7.96,18.91,51.69,2.08,-4.08,-7.07,71.11,23.0,5.89,2.41,0,0,4,0,0,1,1,45,5,Sparrplatz,Wedding Zentrum
117,11200512,105,26,3,3,13,13,0,205,11,13,0,21.01,8.91,2.76,35.95,64.35,0.05,11.59,0.1750797795726176,10.61,2.01,5.93,13.76,0.99,2.37,7.01,46.34,20.39,33.27,4.49,1,1,6,1,1,0,1,18,24,Orankesee,Alt-Hohenschönhausen Süd
118,3601243,53,143,8,4,50,26,7,159,5,45,2,28.03,10.49,0.63,15.46,61.32,1.29,84.52,0.6928420096933843,65.88,2.45,4.52,5.89,0.44,-0.42,-0.6,86.29,8.65,5.06,2.29,0,0,4,2,1,2,0,57,14,Rodenbergstraße,Prenzlauer Berg Nord
119,10400835,205,16,1,1,24,34,0,126,11,7,0,9.5,9.71,0.55,0.78,76.55,0.11,4.19,0.054027140500023996,2.41,1.44,3.92,9.06,-0.19,-0.45,-1.42,23.94,15.72,60.34,2.29,0,0,3,0,1,3,1,25,9,Kaulsdorf Nord,Kaulsdorf
120,5100313,92,25,0,4,17,17,0,202,24,13,0,52.1,7.99,5.95,12.6,63.56,0.7,14.0,0.4030146493034555,33.4,8.17,19.15,42.09,1.41,-2.49,-6.98,14.91,28.69,56.41,1.38,0,0,4,0,0,0,1,19,0,Eiswerder,Spandau Mitte
121,9301228,57,10,0,0,0,7,0,39,1,0,0,10.93,11.56,8.94,23.25,67.94,0.1,4.04,0.10099842121524849,4.44,1.8,2.99,7.52,1.0,-0.77,-2.79,39.28,15.78,44.93,10.35,0,0,1,0,0,0,0,2,4,Schmöckwitz/Rauchfangswerder,Schmöckwitz
122,9300921,71,5,0,0,3,9,0,79,2,0,0,16.29,11.56,8.94,23.25,67.94,0.1,4.04,0.101,4.44,1.78,2.52,4.71,-0.06,-0.54,-2.54,43.21,22.79,34.0,4.2,0,0,1,0,0,1,0,4,3,Preußen Siedlung,Altglienicke
123,10100316,107,19,0,0,5,18,0,526,25,2,2,14.56,7.22,1.03,35.21,70.53,0.2,12.61,0.0599691635020426,3.41,1.96,7.55,14.21,-0.02,0.27,-2.15,0.01,1.72,98.27,3.33,0,0,3,0,2,0,0,13,8,Landsberger Tor,Marzahn Süd
124,11401032,139,29,0,5,38,27,0,397,17,26,3,36.52,9.48,2.02,31.13,61.24,0.82,38.18,0.21118780920538122,20.54,7.3,12.47,41.06,1.25,-1.93,-6.09,48.01,51.87,0.13,3.09,0,0,3,0,1,0,1,17,11,Rosenfelder Ring,Friedrichsfelde Nord
125,5100317,175,49,7,2,13,16,0,96,3,14,5,48.78,8.0,6.01,12.72,63.61,0.7,14.01,0.40235208394215444,33.38,7.29,16.13,35.26,2.7,2.56,12.4,51.15,46.59,2.25,2.54,1,0,1,0,0,0,0,6,7,Freiheit,Spandau Mitte
126,6200315,116,17,3,0,23,27,0,42,6,2,0,35.72,9.29,6.22,9.61,68.98,1.13,20.78,0.43299997419118885,31.99,4.92,8.61,15.34,0.82,-0.9,-3.82,26.41,41.59,32.01,3.56,0,0,3,1,1,0,1,19,0,Gallwitzallee,Lankwitz
127,4400833,79,25,2,4,47,17,0,94,0,5,2,36.69,12.38,7.95,9.01,68.32,0.74,48.16,0.8969999571809325,57.8,6.28,13.24,31.49,1.56,2.54,11.99,35.54,64.46,0.0,2.29,0,0,2,0,0,0,0,9,4,Schlangenbader Straße,Schmargendorf
128,9501838,101,11,0,1,4,17,0,123,3,1,0,10.37,10.57,0.95,15.2,67.2,0.3,24.13,0.21694012489507442,22.6,2.21,3.58,7.96,0.72,0.48,2.29,38.15,20.18,41.67,12.07,0,0,1,0,0,0,0,9,18,Rahnsdorf,Rahnsdorf
129,3601244,60,132,8,4,31,28,3,154,2,34,2,28.03,10.49,0.63,15.46,61.32,1.29,84.57,0.6932032454609871,65.93,2.51,4.64,7.04,0.47,-0.22,0.37,88.63,7.03,4.34,2.57,0,0,6,2,1,1,0,45,16,Humannplatz,Prenzlauer Berg Nord
130,12400720,73,8,1,1,21,15,0,78,0,1,1,13.82,9.74,1.72,1.47,75.55,0.06,3.82,0.2911158844219317,15.48,0.98,2.29,3.73,-0.05,0.33,0.14,37.2,53.17,9.63,9.1,0,0,2,0,1,1,1,5,1,Frohnau West,Nord 1 - Frohnau/Hermsdorf
131,11501340,94,23,2,4,20,22,1,302,13,4,2,13.26,9.75,1.3,24.83,62.32,0.59,43.48,0.3709185272406212,26.58,2.16,3.39,4.63,0.26,-0.43,-0.74,58.32,15.68,26.0,3.1,0,0,3,1,0,1,0,25,10,Karlshorst Nord,Karlshorst
132,7200414,74,91,9,5,23,20,3,103,11,29,3,38.66,13.98,4.06,7.83,65.18,2.26,84.29,0.8784709478419958,56.64,3.45,9.72,13.7,0.93,-0.22,-3.5,77.78,20.63,1.59,2.3,0,1,2,1,0,4,0,37,4,Hohenfriedbergstraße,Schöneberg Südost
133,7200410,97,150,2,5,67,24,4,136,7,42,5,44.54,13.99,4.04,7.81,65.18,2.26,84.3,0.8789999476075172,56.66,7.99,19.35,43.52,2.79,-0.81,0.61,68.89,29.27,1.84,2.12,0,0,1,1,1,4,0,42,5,Feurigstraße,Schöneberg Südost
134,9301126,115,20,0,1,4,18,0,108,2,2,0,15.61,11.54,8.89,23.27,67.95,0.1,4.15,0.10097719007667909,4.48,2.69,4.1,9.47,0.71,-0.86,-1.31,40.82,31.41,27.77,9.25,0,0,1,0,1,1,0,13,16,Grünau,Grünau
135,4501152,117,121,2,3,71,30,1,81,2,12,4,43.61,12.9,3.14,3.93,65.66,2.76,101.87,1.0189873888716392,70.4,3.78,6.52,9.96,0.6,-0.63,-2.91,41.12,55.42,3.46,2.96,0,1,4,0,1,2,0,38,6,Prager Platz,Volkspark Wilmersdorf
136,9401329,175,25,1,2,5,28,0,232,16,6,1,7.17,8.47,2.41,25.72,69.12,0.47,17.92,0.0890347325356706,9.74,3.16,4.46,9.66,0.98,-0.74,-0.9,34.38,30.95,34.66,7.43,0,0,2,1,1,3,0,17,25,Kietzer Feld/Nachtheide,Köpenick Süd
137,1100312,167,138,12,11,22,30,2,329,17,25,23,44.45,16.17,1.87,16.68,56.73,1.54,78.38,0.7701154284704244,48.88,3.09,5.46,13.9,0.69,-0.56,-3.1,19.67,63.13,17.2,2.36,0,1,1,1,0,5,0,16,8,Heine-Viertel West,Alexanderplatz
138,1200522,107,144,4,6,52,38,1,230,3,27,2,35.61,14.53,6.69,4.41,59.14,1.19,87.19,0.8433189399754628,52.39,3.64,7.55,13.63,0.59,-1.35,-2.9,67.14,29.05,3.81,2.59,0,1,3,1,0,4,0,34,3,Elberfelder Straße,Moabit West
139,3200207,136,22,1,1,19,20,1,62,4,5,2,16.77,10.76,3.21,3.46,69.0,0.67,30.09,0.25911046092584733,22.11,3.08,5.91,11.35,0.74,-0.4,0.23,29.9,16.94,53.16,3.26,0,1,0,1,1,1,0,33,10,Herthaplatz,Blankenfelde/Niederschönhausen
140,5200629,188,46,5,0,30,15,0,114,10,20,0,39.9,8.82,10.44,19.86,67.08,0.32,15.61,0.3231580803808756,29.08,6.04,13.08,36.31,0.86,-1.96,-4.41,33.55,60.83,5.61,1.75,0,0,5,1,1,1,1,27,3,Borkumer Straße,Wilhelmstadt
141,7601237,87,13,0,2,10,13,0,34,8,4,1,25.89,8.1,12.72,26.73,71.06,0.2,4.41,0.17299998968839642,11.04,2.13,4.68,10.69,0.59,0.13,1.73,17.39,66.59,16.03,2.71,0,0,1,0,1,1,1,12,2,Kirchstraße,Marienfelde Nord
142,3601139,61,57,6,4,56,23,6,120,13,22,2,32.75,10.49,0.66,15.46,61.32,1.29,84.53,0.6928118415847421,65.89,4.64,7.56,14.17,0.62,-0.95,-3.19,60.01,21.34,18.65,2.46,0,0,4,0,0,1,0,41,8,Norweger Viertel,Prenzlauer Berg Nordwest
143,11100309,77,9,0,4,15,15,1,91,3,3,1,21.77,8.04,0.55,52.89,71.09,0.12,1.35,0.167004251021106,14.04,5.02,10.76,25.83,0.8,-0.13,1.49,0.0,89.91,10.09,2.32,0,0,4,0,1,0,1,13,13,Mühlengrund,Neu-Hohenschönhausen Süd
144,8100416,106,105,8,5,85,19,1,404,5,66,2,53.51,11.52,6.73,9.55,62.9,1.4,98.74,0.485,41.44,7.98,16.76,36.31,2.09,-2.2,-1.6,72.42,24.45,3.13,2.38,0,0,7,1,0,1,1,44,5,Alt-Rixdorf,Rixdorf
145,11200410,110,13,0,2,16,17,0,67,7,4,1,30.74,8.91,2.75,36.04,64.38,0.05,11.51,0.1749911434917303,10.61,6.19,12.81,31.47,1.82,-0.68,-1.61,33.35,24.5,42.14,2.56,0,0,4,0,1,0,1,14,18,Malchower Weg,Alt-Hohenschönhausen Nord
146,3300517,61,3,0,0,1,11,1,66,8,0,0,4.29,9.21,10.04,5.04,71.31,0.7,17.13,0.0062698447572202,0.48,0.92,1.34,4.17,0.02,-0.96,-2.23,85.71,7.31,6.98,1.75,0,0,0,0,1,0,0,3,0,Märchenland,Blankenburg/Heinersdorf/Märchenland
147,7200308,135,103,1,4,122,34,4,192,5,26,5,45.6,13.98,4.03,7.79,65.19,2.26,84.32,0.8793176111059727,56.7,5.73,12.57,28.76,1.65,0.61,3.72,62.01,35.25,2.74,2.89,0,2,3,1,3,0,0,45,6,Volkspark (Rudolph-Wilde-Park),Schöneberg Südwest
148,8200833,85,9,0,3,12,11,0,75,4,4,0,46.58,8.67,10.47,15.17,70.38,0.75,28.94,0.349900672056945,17.99,8.64,16.69,44.2,3.03,-2.6,-3.53,9.79,74.76,15.46,2.28,0,0,4,0,1,1,2,13,1,Buckow Ost,Buckow
149,3701660,69,91,4,7,45,26,4,244,11,25,6,28.4,11.26,0.39,12.79,61.17,2.93,88.4,0.8806561920798849,59.91,2.56,4.91,6.21,0.32,0.31,1.02,67.31,15.49,17.2,4.33,0,0,4,1,3,4,1,50,12,Bötzowstraße,Prenzlauer Berg Süd
150,7400823,128,33,0,2,12,18,0,49,7,10,4,39.53,10.47,2.76,12.69,66.78,1.18,33.69,0.5480093183737372,39.08,5.21,13.78,34.39,0.16,-0.73,-3.62,73.7,25.55,0.75,2.6,0,0,3,1,1,2,0,30,1,Wittekindstraße,Tempelhof Südwest
151,7501134,139,22,0,1,20,20,0,147,21,11,6,30.16,8.3,8.04,10.09,68.32,0.91,24.9,0.3909794423843045,37.2,4.16,8.63,23.65,1.09,-1.13,-2.68,20.94,58.28,20.78,3.62,0,0,4,0,0,0,0,17,1,Hundsteinweg,Mariendorf Süd
152,9401433,84,13,1,1,3,15,0,100,6,4,1,7.16,8.47,2.41,25.71,69.12,0.47,17.92,0.0890951932946919,9.75,5.28,8.97,26.99,0.59,-1.41,-2.7,0.0,100.0,0.0,3.32,0,0,2,1,0,1,1,8,7,Allende II,Allende-Viertel
153,10400837,105,10,2,0,9,29,1,88,2,0,0,7.39,9.71,0.57,0.86,76.49,0.11,4.18,0.0539468287124328,2.41,0.71,1.5,2.71,0.31,-0.04,0.52,22.76,23.44,53.79,4.94,0,0,3,0,0,0,0,6,0,Kaulsdorf Süd,Kaulsdorf
154,3100101,69,2,0,2,6,12,0,65,14,3,2,17.24,8.65,0.01,44.73,63.5,0.0,2.59,0.0922193973130197,7.42,7.94,8.65,12.37,2.73,-0.61,-1.55,43.54,26.71,29.75,5.37,0,0,1,0,1,2,1,11,3,Bucher Forst,Buch
