,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,PLR_NAME,BZR_NAME
155,5100101,116,14,0,2,3,17,0,122,37,5,0,30.58,7.99,5.95,12.59,63.56,0.7,14.0,0.4029762103202156,33.4,1.71,5.61,8.81,0.25,0.48,-0.9,64.16,22.27,13.58,12.79,0,0,3,0,1,3,0,11,0,Hakenfelde Nord,Hakenfelde
156,8401139,128,20,1,0,17,19,0,71,10,4,4,34.64,7.9,18.55,9.8,73.56,0.03,12.51,0.2002254031987977,10.67,4.92,8.19,23.46,2.25,-0.9,-2.61,13.1,73.45,13.45,2.36,0,1,2,0,1,0,0,14,2,Vogelviertel Süd,Buckow Nord
157,3400829,100,20,1,0,28,14,2,35,10,6,0,19.69,10.5,1.68,20.19,66.12,1.64,45.43,0.4460568002220244,29.35,2.85,6.39,13.45,0.93,-0.41,0.98,36.4,48.87,14.73,1.84,0,0,3,1,2,3,0,20,9,Arnold-Zweig-Straße,Pankow Süd
158,4200310,152,43,2,2,19,22,1,160,0,8,2,33.4,10.64,2.37,3.58,66.23,0.27,36.17,0.74,66.36,3.42,6.01,13.41,1.39,0.44,2.06,59.24,38.25,2.51,2.65,0,0,1,2,0,5,0,12,5,Fürstenplatz,Westend
159,11400929,130,32,1,6,44,27,0,346,32,30,1,24.82,9.49,2.04,31.11,61.22,0.82,38.48,0.2128276827471563,20.69,5.1,10.09,21.9,0.52,-1.32,-1.14,73.82,22.53,3.66,2.93,0,1,4,1,0,0,0,28,8,Weitlingkiez,Neu-Lichtenberg
160,10200629,91,11,0,1,11,18,0,143,2,5,1,17.0,8.63,2.55,38.12,65.49,0.0,0.02,0.0936423721839674,6.04,4.42,9.25,24.68,1.36,-0.92,-1.35,0.04,96.45,3.51,3.43,0,0,1,0,0,2,0,17,3,Teterower Ring,Hellersdorf Süd
161,12100204,181,41,4,2,50,26,1,140,13,31,0,47.22,8.97,5.88,3.05,63.87,0.74,22.58,0.5190042284888332,40.43,7.01,17.61,46.15,0.72,-1.66,-4.4,53.41,45.76,0.83,4.07,0,3,2,1,1,1,0,24,5,Schäfersee,Ost 2 - Alt-Reinickendorf
162,5100211,132,7,0,0,7,17,0,49,4,6,0,33.51,8.0,6.0,12.68,63.6,0.7,14.02,0.4020493940189481,33.35,4.46,9.25,25.63,1.47,-0.34,2.87,35.26,51.41,13.34,2.33,0,0,4,0,2,1,0,25,0,An der Kappe,Falkenhagener Feld
163,6200314,87,27,1,2,31,27,0,31,0,5,1,30.39,9.29,6.22,9.61,68.98,1.13,20.78,0.43299997419118885,31.99,4.7,9.72,22.46,0.57,-0.79,-1.17,36.13,58.82,5.04,4.1,0,0,1,1,1,0,0,20,2,Kaiser-Wilhelm-Straße,Lankwitz
164,4200203,116,7,0,0,6,15,0,95,2,4,4,27.21,10.64,2.37,3.59,66.23,0.27,36.16,0.7397645140917884,66.34,1.62,1.96,7.18,0.01,-0.23,1.39,61.46,34.49,4.05,6.99,1,0,1,0,0,3,0,7,5,Olympiagelände,Heerstraße
165,9401534,119,35,2,5,9,20,1,144,8,10,0,20.45,8.48,2.41,25.7,69.11,0.47,17.94,0.0893679982146568,9.78,6.14,14.23,29.68,0.4,-2.27,-3.85,47.2,36.25,16.55,1.43,0,0,2,2,1,2,0,21,17,Altstadt Köpenick,Altstadt Köpenick
166,7200409,134,215,3,7,109,40,6,218,6,54,6,44.55,13.98,4.07,7.85,65.18,2.25,84.25,0.8781844578469171,56.63,3.11,9.33,12.32,0.21,-0.45,-2.77,77.36,19.68,2.96,2.56,0,0,4,0,2,3,0,51,7,Belziger Straße,Schöneberg Südost
167,5400943,126,21,0,0,7,14,0,43,1,1,0,18.54,9.89,1.49,1.78,73.97,0.08,6.76,0.10500000000000001,8.12,0.79,1.87,2.29,-0.09,0.01,-0.63,11.22,50.77,38.01,4.62,0,0,2,1,0,2,0,9,0,Jägerallee,Gatow/Kladow
168,4200206,59,9,0,0,4,13,0,33,1,3,0,28.37,10.63,2.38,3.61,66.23,0.27,36.12,0.7390795757042943,66.28,1.93,3.78,7.51,0.54,0.02,2.7,21.69,69.31,9.0,6.42,0,0,2,2,0,4,0,9,3,Kranzallee,Heerstraße
169,10100209,82,11,0,1,8,19,0,274,18,4,1,25.79,7.21,1.03,35.26,70.54,0.2,12.64,0.06,3.41,4.48,13.42,30.48,0.33,-1.49,-4.28,11.62,62.96,25.42,2.32,0,0,4,0,1,0,0,18,9,Lea-Grundig-Straße,Marzahn Mitte
170,4300518,153,75,5,4,22,29,2,243,6,20,3,46.97,13.05,4.74,6.96,64.79,1.88,98.3,1.051565638373024,71.88,5.05,11.28,29.64,0.52,-1.83,-4.28,76.54,16.74,6.71,1.62,0,2,3,1,1,3,0,35,5,Kaiserin-Augusta-Allee,Mierendorffplatz
171,11200411,106,11,1,2,9,16,0,43,7,3,0,23.58,8.91,2.76,35.97,64.36,0.05,11.54,0.1749097783292673,10.59,6.08,11.89,27.83,1.67,-0.99,-0.64,37.72,37.64,24.64,1.59,0,0,2,0,1,0,0,14,15,Hauptstraße,Alt-Hohenschönhausen Nord
172,1300732,78,62,11,12,39,15,3,101,11,42,0,63.74,10.24,23.08,19.77,63.97,0.64,43.93,0.3282708356004369,25.26,10.82,27.62,61.62,2.76,-3.09,-5.27,69.22,28.11,2.67,4.39,0,1,5,0,0,0,0,46,8,Soldiner Straße,Osloer Straße
173,7501030,127,38,0,7,29,19,0,48,7,13,0,42.15,8.3,8.03,10.09,68.32,0.91,24.92,0.391281989606563,37.21,6.14,14.45,35.39,0.59,-1.7,-2.69,50.76,45.52,3.72,2.89,0,0,3,2,0,3,0,24,3,Machonstraße,Mariendorf Nord
174,4400830,145,45,1,4,38,24,0,138,5,9,2,39.99,12.38,7.95,9.01,68.32,0.74,48.19,0.8970624457805535,57.81,4.06,6.78,14.9,0.82,-0.48,2.61,56.62,38.29,5.09,2.78,0,0,3,0,1,2,0,15,3,Forckenbeckstraße,Schmargendorf
175,1200521,88,109,3,4,44,30,1,135,2,32,1,58.95,14.53,6.69,4.41,59.13,1.19,87.17,0.843,52.36,7.65,20.67,51.4,2.11,-1.56,-0.28,66.65,31.04,2.3,2.42,0,1,3,0,0,3,0,25,1,Zwinglistraße,Moabit West
176,10200422,53,8,2,1,17,7,0,128,1,4,1,37.87,8.62,2.55,38.33,65.45,0.0,0.0,0.094,6.07,10.9,27.45,53.66,3.42,-1.55,-4.66,1.28,94.87,3.85,3.98,0,1,1,0,1,0,0,17,7,Hellersdorfer Promenade,Hellersdorf Nord
177,10400938,176,9,0,1,16,23,0,24,0,1,0,9.16,9.71,0.55,0.76,76.56,0.11,4.19,0.054007757910731,2.41,0.64,1.75,1.79,-0.08,0.08,0.16,27.33,13.7,58.97,1.82,0,0,2,0,2,0,0,11,6,Mahlsdorf Nord,Mahlsdorf
178,8100209,125,71,2,4,44,22,0,284,1,54,4,59.74,11.52,6.73,9.55,62.9,1.4,98.74,0.485,41.44,11.7,23.55,55.92,2.95,-3.83,-3.89,82.94,12.27,4.79,1.94,0,0,8,1,0,3,0,53,5,Glasower Straße,Neuköllner Mitte/Zentrum
179,3300412,75,9,0,1,12,13,0,32,19,0,1,9.38,9.21,10.06,4.96,71.31,0.7,17.16,0.0060039073215739005,0.46,1.2,1.89,2.13,0.41,-0.42,-0.69,29.31,18.05,52.65,2.04,0,0,2,1,0,0,0,14,1,Karow Bahnhof,Karow
180,3501038,117,18,4,0,17,17,0,262,8,8,2,15.45,10.29,1.73,21.11,63.25,0.56,44.54,0.2389139373863654,22.27,3.36,7.52,20.41,0.96,-0.9,-1.89,24.64,24.59,50.78,5.07,1,1,6,0,0,1,0,16,17,Hansastraße,Weißensee Ost
181,1100207,202,228,18,8,27,29,1,379,12,15,15,51.62,16.17,1.88,16.68,56.73,1.54,78.37,0.7700455158381956,48.87,2.77,6.64,18.9,0.74,-0.56,-1.46,3.58,38.1,58.31,1.05,0,2,3,0,0,5,0,26,12,Leipziger Straße,Regierungsviertel
182,8100415,78,127,11,8,85,21,1,369,5,71,0,53.5,11.52,6.73,9.55,62.9,1.4,98.74,0.485,41.44,7.52,16.23,38.49,2.11,-2.7,-4.47,80.22,19.35,0.44,2.06,0,0,6,1,0,2,1,44,2,Ganghoferstraße,Rixdorf
183,3200308,78,2,0,2,3,13,1,38,9,1,0,14.66,10.76,3.21,3.45,69.0,0.67,30.08,0.259,22.11,1.75,3.54,4.82,0.56,-0.86,-1.75,17.88,12.27,69.86,1.89,0,0,2,0,0,0,1,11,7,Nisbléstraße,Buchholz
184,1401049,98,70,4,10,30,18,2,81,9,50,1,59.92,9.6,5.88,15.24,61.66,1.04,68.97,0.5289714566506446,43.52,11.32,26.88,65.13,2.8,-3.24,-1.6,79.38,15.32,5.29,3.0,0,0,4,0,0,2,0,41,6,Schulstraße,Wedding Zentrum
185,4400727,145,46,1,1,48,24,1,52,7,10,2,39.8,12.38,7.95,9.01,68.32,0.74,48.16,0.8970074332373479,57.8,3.58,6.53,15.22,0.86,-1.2,-1.19,51.77,44.24,3.99,3.58,0,0,2,1,1,2,0,17,2,Flinsberger Platz,Grunewald
186,10100315,92,13,0,1,5,16,0,268,19,1,3,24.87,7.22,1.04,35.14,70.52,0.2,12.58,0.0599040891006589,3.4,5.22,12.38,31.81,0.64,-1.54,-0.27,4.14,72.62,23.24,2.05,0,0,1,1,0,0,1,13,7,Bärenstein,Marzahn Süd
187,4200308,166,47,3,3,26,24,1,165,1,11,2,37.89,10.64,2.38,3.61,66.23,0.27,36.19,0.7398603260867312,66.33,2.99,7.18,19.51,0.96,1.86,10.2,37.11,51.51,11.38,3.22,0,0,2,1,0,4,0,24,5,Branitzer Platz,Westend
188,12400723,100,22,1,1,9,22,0,74,2,9,0,15.28,9.74,1.72,1.53,75.55,0.06,3.82,0.2909073441807414,15.46,1.36,3.01,6.45,0.34,-0.33,-0.98,33.53,53.34,13.13,4.64,0,0,4,1,1,2,1,16,1,Hermsdorf Ost/Waldsee,Nord 1 - Frohnau/Hermsdorf
189,6100210,81,21,0,1,33,16,1,101,5,5,2,29.21,10.8,2.0,1.39,67.92,0.99,55.25,0.975910253444221,60.49,3.87,7.66,14.91,0.81,-0.62,-0.4,52.82,43.01,4.18,4.62,0,0,2,0,0,0,0,16,1,Bismarckstraße,Albrechtstraße
190,6400838,98,30,0,2,21,25,0,124,0,1,0,18.84,11.45,2.47,2.07,69.69,0.86,22.73,0.4648869879076619,21.32,0.96,1.53,1.78,0.14,-0.09,-0.08,56.0,34.51,9.49,12.97,0,0,2,1,0,3,1,11,4,Krumme Lanke,Zehlendorf Nord
191,7601442,141,16,0,0,18,21,0,28,1,6,1,23.13,8.34,9.91,15.33,70.22,0.54,9.6,0.3068013312247465,22.87,2.86,6.13,15.0,0.43,-0.85,-2.09,16.0,71.51,12.5,2.6,0,0,4,1,2,0,0,19,2,Kettinger Straße,Lichtenrade Nord
192,3601348,53,234,12,5,47,19,5,141,2,57,3,33.08,10.49,0.63,15.44,61.3,1.3,84.71,0.6943199102581712,66.04,3.4,5.16,5.85,0.87,0.18,1.18,93.78,2.34,3.88,1.78,0,0,6,2,1,1,0,44,13,Senefelderstraße,Helmholtzplatz
193,8100104,80,73,2,5,34,15,1,344,5,39,3,60.94,11.52,6.73,9.55,62.9,1.4,98.72,0.4850216321724001,41.44,11.07,21.25,55.62,3.23,-3.21,-4.91,72.04,25.73,2.23,3.56,0,0,6,0,1,1,1,41,3,Wartheplatz,Schillerpromenade
194,3601450,70,19,0,2,19,23,0,188,4,13,0,42.18,10.48,0.63,15.5,61.3,1.29,84.45,0.6917751030007493,65.84,13.63,22.88,50.59,4.69,3.87,15.25,35.13,47.74,17.13,5.81,0,0,4,1,1,2,1,22,8,Volkspark Prenzlauer Berg,Prenzlauer Berg Ost
195,8401242,134,23,0,0,25,20,0,135,9,5,0,26.06,7.9,18.57,9.78,73.56,0.03,12.5,0.20000521803843002,10.65,2.46,4.98,15.64,0.56,0.45,3.99,24.7,56.89,18.41,2.36,0,0,2,0,2,0,1,14,3,Zittauer Straße,Rudow
196,9100407,207,29,1,3,17,31,0,106,6,12,0,12.9,10.72,0.59,18.72,65.15,0.91,35.02,0.5509853696435603,36.01,4.0,6.13,17.99,0.8,-0.78,-2.7,48.16,38.02,13.82,5.54,0,0,4,1,1,1,0,22,11,Johannisthal West,Johannisthal
197,10100101,54,4,1,1,2,8,0,105,3,6,0,28.03,7.21,1.03,35.28,70.54,0.2,12.63,0.0601141181541607,3.42,6.2,20.41,38.78,0.21,-2.49,-6.05,14.13,69.26,16.61,1.84,0,0,3,1,1,0,0,9,1,Marzahn West,Marzahn Nord
198,1401045,107,78,12,13,31,26,2,126,8,52,2,68.58,9.6,5.88,15.24,61.66,1.04,68.97,0.5289996238086997,43.52,10.91,27.37,59.94,4.22,-2.63,-0.89,70.53,19.59,9.88,2.63,0,1,2,1,1,0,0,42,8,Schwedenstraße,Wedding Zentrum
199,7400720,217,50,7,6,24,32,1,256,8,20,15,38.67,10.47,2.76,12.69,66.78,1.18,33.74,0.5480959427471535,39.09,5.67,11.85,27.85,1.46,-1.23,-0.63,58.53,34.03,7.44,2.1,0,1,3,1,1,4,0,35,5,Gontermannstraße,Tempelhof Nord
200,5200631,79,31,0,1,22,11,0,67,12,12,0,37.43,8.82,10.45,19.87,67.09,0.32,15.61,0.323,29.07,7.34,15.91,39.48,1.15,-1.92,-1.83,79.67,18.76,1.57,2.49,0,0,2,0,1,1,1,21,0,Wilhelmstadt Ost,Wilhelmstadt
201,4100102,100,1,0,2,3,8,0,51,3,2,0,56.03,7.45,10.92,47.13,71.33,0.0,8.03,0.2260900697041725,28.42,10.8,24.14,50.64,2.04,-2.5,-2.23,0.01,77.73,22.25,2.2,0,1,1,0,0,0,0,4,4,Paul-Hertz-Siedlung,Charlottenburg Nord
202,12500926,132,19,0,1,12,10,0,25,6,4,0,31.74,7.55,1.57,42.18,69.89,0.05,10.73,0.2333602653656853,15.81,6.4,10.37,28.29,1.2,-1.72,-5.91,54.34,35.59,10.07,4.06,0,2,3,0,1,1,1,15,3,Wittenau Mitte,Nord 2 - Waidmannslust/Wittenau/Lübars
203,10200417,47,4,0,0,4,5,0,123,0,1,0,33.56,8.62,2.55,38.33,65.45,0.0,0.0,0.0939985923660861,6.07,8.72,23.65,43.45,1.0,-4.95,-5.64,0.0,69.44,30.56,2.92,0,0,3,1,2,0,0,9,7,Zossener Straße,Hellersdorf Nord
204,3400722,111,49,4,2,41,18,3,160,15,10,5,17.64,10.51,1.65,20.15,66.12,1.64,45.45,0.44676190205896277,29.43,1.71,3.44,4.45,0.21,-0.12,0.73,50.92,6.89,42.19,5.06,0,1,4,1,1,4,0,44,11,Parkstraße,Pankow Zentrum
205,11300721,150,34,0,0,22,30,1,443,28,13,3,56.34,8.72,0.59,32.85,62.1,0.44,10.66,0.0630732274322654,6.99,3.55,9.35,24.06,1.01,0.15,-5.05,17.06,78.51,4.43,3.4,0,1,6,0,1,5,2,20,30,Herzbergstraße,Alt-Lichtenberg
206,11200514,62,24,0,2,8,15,0,165,15,14,5,29.38,8.91,2.76,35.97,64.35,0.05,11.54,0.1748357264365768,10.58,6.63,13.32,34.4,2.03,-0.17,0.7,18.84,53.22,27.94,2.23,0,0,3,1,2,0,1,18,15,Landsberger Allee,Alt-Hohenschönhausen Süd
207,1400942,106,96,2,6,83,20,2,303,6,48,10,53.72,9.6,5.88,15.24,61.66,1.04,68.97,0.529,43.52,7.16,17.15,47.68,1.6,-2.9,-6.63,90.47,7.94,1.6,2.69,0,0,5,0,1,0,1,54,6,Westliche Müllerstraße,Parkviertel
208,5200525,74,4,0,0,7,8,0,32,3,1,0,45.94,8.82,10.45,19.87,67.09,0.32,15.61,0.3229999807476998,29.07,0.66,6.09,5.9,0.04,-0.03,0.12,3.9,29.11,66.98,4.19,0,0,1,0,0,1,0,12,0,Pillnitzer Weg,Heerstraße
209,8401140,60,12,0,0,7,9,0,18,7,1,1,34.95,7.9,18.56,9.79,73.56,0.03,12.52,0.2002119916724041,10.66,4.84,9.36,21.88,1.63,-0.72,-1.92,16.32,59.97,23.71,2.28,0,0,1,0,0,0,0,6,0,Vogelviertel Nord,Buckow Nord
210,9501941,112,39,2,2,16,17,1,149,5,15,0,15.61,10.57,0.95,15.21,67.2,0.3,24.12,0.21685274809564,22.6,2.58,3.92,8.55,0.86,0.18,1.65,14.35,23.49,62.15,2.48,0,0,2,1,0,2,0,23,16,Friedrichshagener Straße,Dammvorstadt
211,7601546,80,12,1,0,24,12,1,40,2,1,0,20.08,8.34,9.91,15.31,70.22,0.54,9.61,0.3069972313508115,22.89,1.88,4.46,8.33,0.48,0.05,0.13,24.73,55.82,19.45,4.52,0,0,1,1,0,0,0,6,2,Franziusweg,Lichtenrade Süd
212,2300316,123,183,15,7,19,24,0,245,8,62,5,55.03,12.69,7.38,9.37,68.16,1.6,90.77,0.6252152897292615,42.43,6.66,16.18,31.96,0.95,-1.08,2.24,71.26,28.73,0.01,2.42,0,2,2,0,1,4,0,43,4,Köpenicker Straße,Nördliche Luisenstadt
213,10300734,163,13,1,0,5,26,1,243,4,0,1,12.08,9.55,2.81,14.68,67.81,0.04,1.88,0.044098789731195895,2.53,0.58,1.62,2.71,0.12,0.52,0.72,17.47,16.88,65.65,3.4,0,0,2,0,1,1,0,10,4,Biesdorf Süd,Biesdorf
214,7100206,118,167,9,7,39,22,2,197,13,45,6,56.38,11.23,12.67,18.75,66.08,1.15,70.52,0.6632419106836897,49.02,5.26,14.85,24.34,0.01,-1.42,-3.9,74.09,24.91,1.0,2.84,0,0,5,1,1,2,0,36,6,Großgörschenstraße,Schöneberg Nordost
215,1200518,53,75,3,5,26,24,0,62,2,27,1,62.88,14.53,6.69,4.41,59.13,1.19,87.17,0.843,52.36,7.92,19.37,51.08,1.73,-2.66,-1.83,74.96,22.81,2.23,1.65,0,0,2,0,0,3,0,25,1,Beusselkiez,Moabit West
216,12200414,92,8,0,0,6,15,0,42,6,5,1,33.56,8.25,4.12,17.58,65.06,0.55,22.87,0.4838862246928074,39.84,3.62,9.73,30.64,0.39,1.23,2.83,51.37,41.52,7.11,3.85,0,0,0,1,0,0,0,9,2,TXL,West 1 - Tegel-Süd/Flughafensee
217,4400831,81,18,1,0,12,10,0,45,0,4,2,28.09,12.38,7.95,9.01,68.32,0.74,48.16,0.8969280090145914,57.79,0.76,1.78,3.53,0.04,0.08,1.01,28.88,60.46,10.66,6.98,0,0,3,0,0,1,0,5,0,Messelpark,Schmargendorf
218,6300526,107,34,0,0,13,13,1,84,2,4,5,29.79,10.84,3.52,2.48,68.34,0.67,30.72,0.5448935775342398,44.5,2.31,5.01,9.79,0.68,-0.18,2.16,64.65,24.94,10.41,4.64,0,0,1,2,1,2,0,11,1,Zehlendorf Mitte,Teltower Damm
219,9200819,103,33,1,4,8,17,1,113,10,6,1,22.68,10.22,2.91,25.39,55.4,0.7,40.51,0.5158853611175436,43.23,6.71,15.67,37.43,1.15,-2.12,-4.44,27.06,50.2,22.74,2.11,0,0,1,1,1,0,0,14,14,Köllnische Vorstadt,Köllnische Vorstadt/Spindlersfeld
220,4501150,95,96,3,1,96,27,5,112,2,14,2,38.33,12.9,3.14,3.93,65.66,2.76,101.87,1.019,70.4,3.54,6.35,11.31,0.47,-0.56,-1.71,51.48,44.85,3.67,3.19,0,2,2,3,1,1,2,47,2,Wilhelmsaue,Volkspark Wilmersdorf
221,6100206,95,36,2,1,33,20,1,81,3,11,1,30.43,10.79,2.02,1.42,67.92,0.99,55.09,0.9735782949858691,60.36,3.3,6.82,11.28,0.73,-0.94,-2.9,52.39,43.61,4.0,5.06,0,0,3,1,1,1,0,19,0,Stadtpark,Albrechtstraße
222,8100311,95,197,15,8,53,30,1,173,1,89,1,50.01,11.52,6.73,9.55,62.9,1.41,98.74,0.48501831525938177,41.44,5.51,12.19,24.41,1.43,-0.84,-2.69,83.66,14.34,2.0,2.52,0,0,3,2,2,2,0,66,2,Reuterplatz,Reuterstraße
223,10100210,100,17,1,3,3,18,0,209,7,5,0,26.65,7.21,1.03,35.26,70.54,0.2,12.64,0.06,3.41,5.98,14.0,32.78,1.13,-1.63,-4.42,0.0,99.84,0.16,2.29,0,0,2,1,0,2,0,15,10,Marzahner Promenade,Marzahn Mitte
224,9501736,100,25,0,1,10,14,0,96,3,5,0,10.93,10.57,0.95,15.2,67.2,0.3,24.13,0.2169689595979726,22.61,5.06,6.32,10.36,-0.29,-0.93,-3.8,44.73,42.68,12.58,5.25,1,0,1,0,1,1,1,12,16,Hirschgarten,Friedrichshagen
225,10100312,62,7,0,1,18,9,0,158,14,3,1,26.55,7.23,1.04,35.09,70.52,0.2,12.55,0.0598689122572541,3.4,4.69,11.03,25.01,0.48,-1.5,-6.39,0.06,97.65,2.29,2.69,0,1,2,1,0,1,1,16,7,Springpfuhl,Marzahn Süd
226,12100205,307,46,3,3,51,33,0,151,23,31,0,46.27,8.97,5.88,3.05,63.87,0.74,22.53,0.5189452743351504,40.42,6.95,16.66,39.7,1.2,-2.44,-5.87,57.27,39.25,3.47,3.6,0,0,5,1,3,1,0,40,8,Teichstraße,Ost 2 - Alt-Reinickendorf
227,2200210,176,216,11,9,49,44,1,201,18,53,4,43.77,14.41,5.66,4.93,63.4,2.54,131.99,0.632349302456365,47.98,4.64,10.13,19.43,1.21,-0.82,-0.55,74.45,23.77,1.79,3.29,0,1,7,2,4,1,1,57,6,Urbanstraße,Tempelhofer Vorstadt
228,3701556,88,290,21,7,43,32,4,133,3,85,6,36.08,11.26,0.39,12.77,61.17,2.93,88.37,0.8809389888557491,59.89,1.98,4.29,6.24,0.49,0.38,2.03,78.62,7.7,13.68,3.05,0,0,6,1,0,11,1,49,13,Kollwitzplatz,Prenzlauer Berg Südwest
229,5300736,149,51,7,3,16,16,0,142,17,14,1,52.69,8.33,10.42,30.68,65.92,0.29,4.37,0.4039994382722071,34.25,6.42,18.33,36.88,1.07,-1.54,-2.52,4.63,74.72,20.65,2.37,0,2,2,0,0,0,0,14,5,Zitadellenweg,Haselhorst
230,6200419,72,4,0,0,5,10,0,12,2,3,0,50.4,9.29,6.22,9.61,68.98,1.13,20.78,0.433,31.99,7.18,14.52,35.79,0.45,-2.79,-8.52,6.37,92.71,0.92,3.82,0,1,1,0,0,0,0,7,2,Thermometersiedlung,Ostpreußendamm
231,2400625,155,180,16,11,36,40,0,234,9,70,9,68.77,14.63,1.12,37.45,59.69,0.69,121.08,0.8193150545434547,56.42,6.01,17.69,57.69,0.66,-3.26,-0.84,19.05,80.95,0.0,0.6,0,2,2,2,1,5,1,38,9,Wriezener Bahnhof,Karl-Marx-Allee Süd
232,6300630,141,27,0,2,14,19,1,54,6,11,1,39.25,10.8,3.59,2.66,68.36,0.68,30.52,0.5429683209955692,44.24,4.84,8.77,21.74,1.39,0.9,5.82,49.93,28.97,21.1,4.44,0,1,5,4,1,1,1,21,0,Hindenburgdamm,Drakestraße
233,11300617,75,19,0,1,22,24,0,188,4,14,5,30.2,8.72,0.59,32.85,62.09,0.44,10.65,0.0629999962449074,6.99,6.57,11.0,33.85,1.32,-1.07,-6.92,3.58,91.22,5.2,3.51,0,0,3,1,0,5,2,20,14,Fennpfuhlpark,Fennpfuhl
234,7501029,149,26,0,7,25,19,0,21,6,14,0,42.15,8.3,8.03,10.09,68.32,0.91,24.9,0.3911467826117878,37.21,6.19,14.22,35.91,0.8,-1.04,-2.21,45.62,52.58,1.8,2.32,0,0,4,2,1,2,0,24,4,Ringstraße,Mariendorf Nord
235,9100101,168,95,10,7,45,28,0,627,11,45,7,33.18,10.73,0.59,18.69,65.12,0.91,35.31,0.5522055847669798,36.12,4.74,9.51,16.46,0.38,-0.8,-1.11,57.96,26.13,15.91,4.74,0,0,6,0,3,4,1,49,2,Alt-Treptow,Alt-Treptow
236,4300623,158,340,10,2,77,42,3,150,8,61,8,55.03,13.07,4.71,6.8,64.77,1.89,98.67,1.0550000000000002,72.07,4.39,9.61,21.47,0.7,-1.15,-1.49,56.48,37.26,6.26,1.98,0,2,4,2,2,3,1,37,7,Karl-August-Platz,Otto-Suhr-Allee/Kantstraße
237,5300737,72,9,0,0,2,8,0,46,20,3,1,45.15,8.33,10.42,30.69,65.92,0.29,4.36,0.404,34.25,8.22,17.65,43.82,1.4,-1.39,-2.2,61.3,35.33,3.37,2.32,0,2,2,0,0,0,0,9,2,Gartenfelder Straße,Haselhorst
238,6300524,126,25,0,0,11,10,1,71,3,0,3,24.07,10.84,3.52,2.48,68.34,0.67,30.72,0.5449412234820192,44.51,2.44,4.14,10.03,0.98,-0.69,-1.77,32.8,63.02,4.19,4.06,0,0,1,2,0,0,0,12,1,Berlepschstraße,Teltower Damm
239,1200623,154,61,4,4,21,24,1,187,8,25,3,50.5,14.53,6.69,4.41,59.13,1.19,87.17,0.843,52.36,5.71,13.69,28.67,1.7,-1.96,-5.39,72.07,22.99,4.94,3.83,0,1,2,0,2,2,0,34,8,Stephankiez,Moabit Ost
240,5200632,132,26,4,1,13,19,0,99,5,11,1,46.98,8.82,10.45,19.86,67.09,0.32,15.62,0.32319145883826417,29.09,7.38,20.89,47.46,0.46,-1.58,-1.41,42.13,44.24,13.63,4.74,0,0,1,0,0,1,0,14,3,Tiefwerder,Wilhelmstadt
241,4400835,115,65,4,2,119,24,2,152,3,16,3,28.38,12.38,7.94,9.0,68.32,0.74,48.19,0.8971004677005695,57.81,2.33,4.89,8.09,0.33,-0.06,0.83,66.55,29.92,3.54,3.7,0,0,5,3,1,0,0,37,4,Rüdesheimer Platz,Schmargendorf
242,3300411,58,7,0,1,7,9,1,47,26,0,1,19.76,9.21,10.06,4.96,71.31,0.7,17.16,0.006008832811116,0.46,3.93,10.96,23.19,1.23,0.75,2.1,28.09,6.66,65.25,1.44,0,0,2,1,0,0,0,14,0,Karow Nord,Karow
243,10200627,61,8,0,1,9,15,0,148,9,3,1,20.3,8.62,2.55,38.33,65.45,0.0,0.01,0.0939701535929635,6.07,4.65,12.24,29.23,0.53,-2.2,-9.05,5.02,72.94,22.04,2.54,0,0,2,0,2,1,0,14,3,Am Kienberg,Hellersdorf Süd
244,2300418,91,268,10,9,35,36,1,315,10,102,3,49.72,12.68,7.37,9.36,68.14,1.6,90.65,0.6242399305016733,42.39,6.69,13.46,23.82,1.92,-1.39,-3.4,74.34,20.67,4.99,3.83,0,1,4,0,2,3,0,68,3,Reichenberger Straße Ost,Südliche Luisenstadt
245,2500728,72,154,5,7,37,22,4,254,10,74,2,34.16,13.97,0.74,8.37,52.41,3.05,152.37,1.117,84.35,4.35,7.31,11.05,1.25,-0.64,-1.34,84.99,8.13,6.88,1.38,0,0,4,2,0,1,1,41,14,Samariterviertel,Frankfurter Allee Nord
246,1200627,104,42,1,1,9,11,0,238,4,8,0,64.78,14.53,6.69,4.41,59.13,1.19,87.17,0.8429999497532844,52.36,11.22,25.73,46.28,4.57,-0.16,8.84,2.94,97.06,0.0,3.33,0,1,1,0,0,0,0,15,6,Zillesiedlung,Moabit Ost
247,5400945,56,16,0,0,5,9,0,34,0,1,0,15.94,9.89,1.49,1.78,73.97,0.08,6.76,0.1049999937415123,8.12,1.32,1.82,3.81,0.29,0.32,-1.24,8.4,75.23,16.38,5.17,0,0,1,0,0,1,0,5,0,Kafkastraße,Gatow/Kladow
