PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,schools,universiti,kindergart,outdoor_fa,outdoor_le,night_life,water,ave_rent,social_hou,public_hou,dyn_ew,five_y_pls,dyn_sales,child_pov,dyn_unempl,noise,air,green,bio,B_age,mig_rate,label,PLR_NAME,BZR_NAME
08100208,125,119.0,8.0,9.0,80.0,25,2.0,2.0,1.0,37.0,503.0,5.0,71.0,3.0,11.52,6.73,9.55,-2.02,62.9,41.44,49.78,2.98,1,1,2,2,B_1940,0.554861568346057,4,Körnerpark,Neuköllner Mitte/Zentrum
07100101,159,199.0,5.0,1.0,59.0,42,3.0,3.0,1.0,21.0,153.0,4.0,65.0,14.0,11.265618600214717,12.551944235228985,18.601487101849024,1.869248561045106,66.07170258123229,49.15204562025804,21.2,1.02,1,2,2,2,B_1940,0.490122003933632,1,Wittenbergplatz,Schöneberg Nordwest
03500935,56,37.0,5.0,3.0,39.0,19,0.0,1.0,1.0,12.0,203.0,6.0,7.0,0.0,10.290185853428556,1.728980491557741,21.084763995814136,5.908192820486147,63.248195460549326,22.330562094512278,9.94,0.35,1,1,1,2,B_1940,0.254089556036787,2,Behaimstraße,Weißensee
02200212,110,188.0,13.0,7.0,50.0,32,1.0,3.0,0.0,34.0,194.0,1.0,58.0,1.0,14.381455932855605,5.640864544529467,4.945927357580513,2.366245562843979,63.385160461999476,47.95501042217016,34.88,2.49,1,2,1,2,B_1940,0.477538979753264,4,Graefekiez Süd,Tempelhofer Vorstadt
05200524,50,1.0,0.0,0.0,2.0,5,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,8.82,10.45,19.87,3.56,67.09,29.07,9.84,0.48,1,0,0,0,B_1991_2015,0.288734643700319,2,Döberitzer Weg,Heerstraße
03400826,117,47.0,3.0,3.0,45.0,18,3.0,3.0,0.0,20.0,84.0,18.0,19.0,0.0,10.509997545641818,1.639889275187888,20.259471279842547,6.0097751945263,66.09947232625998,29.484006894978084,12.41,0.95,2,1,2,2,B_1940,0.197318655111455,3,Tiroler Viertel,Pankow Süd
01300836,216,134.0,16.0,15.0,64.0,36,2.0,4.0,1.0,38.0,457.0,9.0,83.0,4.0,10.256183407133213,22.998958253883757,19.699345941275823,2.87003164864378,63.94061763857607,25.422712442004123,61.48,3.06,1,1,1,2,B_1940,0.645822932160128,4,Humboldthain Nordwest,Brunnenstraße Nord
11100101,109,8.0,0.0,1.0,9.0,18,1.0,1.0,1.0,3.0,208.0,7.0,1.0,0.0,8.0402173981152,0.55176392579684,52.911107014436276,5.310122672257712,71.10004238546476,14.047480027845594,3.64,-0.39,1,0,0,0,B_1991_2015,0.084695155855777,0,Dörfer Malchow-Wartenberg,"Malchow, Wartenberg und Falkenberg"
10300733,124,7.0,0.0,0.0,6.0,19,0.0,0.0,0.0,2.0,294.0,6.0,1.0,2.0,9.549509408024461,2.808063696328463,14.728607600926479,12.433275946137726,67.7862119197825,2.559400478523894,6.67,-0.31,2,1,0,1,B_1991_2015,0.183432710653279,2,Alt-Biesdorf,Biesdorf
08100419,68,49.0,6.0,4.0,18.0,10,0.0,0.0,0.0,8.0,109.0,2.0,30.0,0.0,11.519920362449485,6.729389188925343,9.550912139693976,-2.019197225325697,62.900223505632674,41.439459643298974,68.33,4.05,0,1,2,2,B_1941_1990,0.605879456571066,4,Treptower Straße Nord,Rixdorf
05200633,77,17.0,0.0,0.0,15.0,8,0.0,0.0,0.0,8.0,35.0,9.0,3.0,0.0,8.82,10.45,19.87,3.56,67.09,29.07,38.66,1.77,1,2,0,1,B_1941_1990,0.274714769447016,0,Graetschelsteig,Wilhelmstadt
07601544,108,17.0,1.0,0.0,41.0,16,1.0,1.0,1.0,6.0,55.0,2.0,5.0,1.0,8.339998896389897,9.910014602914089,15.310058956791956,3.849990496751297,70.22000541674214,22.889939429498188,27.88,1.14,1,1,1,1,B_1941_1990,0.306185866819941,0,John-Locke-Straße,Lichtenrade Süd
06200423,113,12.0,1.0,1.0,9.0,21,0.0,0.0,0.0,3.0,30.0,3.0,3.0,0.0,9.289083010698667,6.225006682816892,9.623187079846394,2.819360553000588,68.98159968973603,31.973861173950134,19.78,0.45,0,0,0,0,B_1941_1990,0.271939256398931,2,Schütte-Lanz-Straße,Ostpreußendamm
06300525,48,4.0,1.0,1.0,3.0,8,0.0,0.0,0.0,2.0,38.0,11.0,2.0,0.0,10.84,3.52,2.48,3.78,68.34,44.53,19.54,0.92,0,0,0,1,B_1941_1990,0.248752215558205,2,Zehlendorf Süd,Teltower Damm
03501037,128,12.0,2.0,0.0,11.0,19,1.0,0.0,0.0,1.0,183.0,9.0,6.0,2.0,10.289392628176719,1.734685660711257,21.080927114551887,5.910033824749408,63.25453456232499,22.277720870225455,22.38,1.64,2,1,0,1,B_1940,0.178489458114225,0,Rathaus Weißensee,Weißensee Ost
11401136,89,18.0,0.0,5.0,37.0,24,0.0,0.0,0.0,7.0,584.0,57.0,10.0,5.0,9.49,2.04,31.11,9.99,61.22,20.71,22.94,0.7,1,1,0,2,B_1941_1990,0.28782725639795,0,Volkradstraße,Friedrichsfelde Süd
07501032,84,9.0,0.0,0.0,3.0,7,0.0,0.0,0.0,3.0,38.0,2.0,4.0,0.0,8.312328983470362,8.010728804847604,10.10578432388429,2.765146548299817,68.3117554126776,37.21634613074275,28.51,0.86,0,2,0,1,B_1941_1990,0.343180403547816,2,Imbrosweg,Mariendorf Nord
09100203,124,16.0,1.0,1.0,4.0,18,0.0,0.0,1.0,6.0,351.0,18.0,11.0,6.0,10.72068462225907,0.59071715099979,18.71931616371008,6.053864356280864,65.14380235666226,36.02417937607926,30.63,1.41,1,1,0,1,B_1941_1990,0.198440718073832,2,Plänterwald Ost,Plänterwald
05300839,79,21.0,0.0,4.0,14.0,15,0.0,0.0,0.0,5.0,61.0,14.0,9.0,4.0,8.328730113995261,10.420720630008727,30.713712761295028,3.856552214710973,65.92779998584186,34.24158824336715,37.92,1.0,3,1,1,2,B_1940,0.479925816844364,0,Rohrdamm,Siemensstadt
09401432,71,3.0,1.0,0.0,2.0,13,0.0,0.0,0.0,0.0,80.0,6.0,2.0,1.0,8.472628338763025,2.408172599545214,25.70683262381703,4.214330594039056,69.11759621366858,9.756108364395333,16.92,0.41,1,1,0,1,B_1941_1990,0.152330656844349,0,Siedlung Kämmereiheide,Allende-Viertel
05300735,42,5.0,0.0,2.0,2.0,6,0.0,0.0,0.0,6.0,65.0,14.0,0.0,0.0,8.329661478255403,10.415324472337524,30.671599199552986,3.862640844706548,65.91763718100314,34.249402439454386,17.26,2.98,3,1,0,2,B_1991_2015,0.553529624325195,0,Haveleck,Haselhorst
12601236,121,15.0,0.0,4.0,7.0,14,1.0,1.0,1.0,7.0,36.0,7.0,4.0,1.0,7.55,1.56,42.23,3.38,69.9,15.78,19.43,0.52,1,1,0,1,B_1941_1990,0.432033996974756,0,Schorfheidestraße,MV Süd
11300724,94,25.0,1.0,4.0,34.0,22,1.0,0.0,0.0,5.0,273.0,11.0,14.0,1.0,8.72,0.59,32.85,4.89,62.09,6.99,26.24,0.62,1,1,1,2,B_1940,0.272803978811397,0,Roedeliusplatz,Alt-Lichtenberg
01100414,109,76.0,6.0,2.0,24.0,16,1.0,2.0,3.0,7.0,208.0,3.0,20.0,3.0,16.165199866294863,1.857232319081668,16.662516930180136,11.29316834378522,56.71587517381879,48.900840254959185,9.42,0.64,1,1,1,2,B_1940,0.440572112722005,2,Nordbahnhof,Brunnenstraße Süd
09300923,66,8.0,0.0,3.0,4.0,10,0.0,0.0,0.0,0.0,43.0,0.0,4.0,1.0,11.559999310970307,8.939999467134475,23.24999861419201,8.969999465346337,67.93999595046043,4.439999735355378,29.76,1.45,0,0,0,1,B_1991_2015,0.210134505935032,0,Kölner Viertel,Altglienicke
02100101,208,166.0,11.0,6.0,25.0,29,1.0,5.0,3.0,10.0,294.0,12.0,17.0,5.0,13.359255398660899,25.911357571333646,28.462456938922404,0.91318430736661,68.46529665991665,18.460368248522283,44.22,2.36,1,2,0,2,B_1941_1990,0.694366801929231,4,Askanischer Platz,Südliche  Friedrichstadt
10400939,123,5.0,0.0,1.0,12.0,17,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,9.7099994212389,0.549999967217445,0.749999955296516,5.789999654889106,76.5599954366684,2.409999856352806,4.83,-0.01,1,0,0,1,B_1991_2015,0.116436855389453,2,Alt-Mahlsdorf,Mahlsdorf
12400617,85,12.0,0.0,0.0,6.0,15,0.0,0.0,0.0,1.0,19.0,3.0,2.0,0.0,10.789012883886171,2.880482332432875,1.68617898368946,0.871784887362155,76.8654117184499,10.541401767121569,2.06,0.45,0,0,0,1,B_1941_1990,0.142770352084849,2,Alt-Heiligensee,West 2 - Heiligensee/Konradshöhe
08200726,123,18.0,1.0,2.0,13.0,22,0.0,1.0,0.0,4.0,204.0,6.0,6.0,1.0,8.67,10.47,15.16,2.0,70.38,17.98,23.58,1.63,1,1,0,2,B_1940,0.297063898010044,0,Hufeisensiedlung,Britz
07100102,123,192.0,5.0,5.0,53.0,36,4.0,4.0,2.0,29.0,109.0,4.0,57.0,14.0,11.223422773219646,12.700528461635114,18.824126917794345,1.86560120202601,66.06461352761836,48.97983634695411,39.36,1.93,1,2,2,2,B_1940,0.569948036220344,3,Kalckreuthstraße,Schöneberg Nordwest
02400623,153,57.0,7.0,4.0,15.0,32,1.0,3.0,1.0,9.0,159.0,14.0,26.0,6.0,14.63165076178615,1.120771853318438,37.48764757564524,6.095585240528453,59.69679389307159,56.38199120632839,37.24,1.23,2,2,2,2,B_1941_1990,0.456894810790198,4,Andreasviertel,Karl-Marx-Allee Süd
05400942,91,14.0,0.0,0.0,3.0,8,0.0,0.0,3.0,2.0,83.0,2.0,0.0,1.0,9.889652145883156,1.49051509351084,1.781074893192636,1.309851673064222,73.9694880223403,8.121072520059895,8.37,-0.18,0,0,0,0,B_1941_1990,0.204255364784842,2,Alt-Gatow,Gatow/Kladow
01100309,258,510.0,36.0,10.0,50.0,36,2.0,5.0,6.0,18.0,382.0,6.0,125.0,25.0,16.16986634628058,1.839960429856055,16.659894242683823,11.29983392721575,56.71012383937168,48.92030178506535,12.84,0.91,1,2,1,2,B_1940,0.409659804372314,1,Oranienburger Straße,Alexanderplatz
01100102,426,335.0,23.0,4.0,56.0,65,1.0,4.0,5.0,21.0,1316.0,8.0,50.0,28.0,16.165615240760598,1.849662888970124,16.64187197891173,11.287037378773823,56.720606727445194,48.93763390869455,8.33,0.24,1,2,0,1,B_1991_2015,0.666736609356626,1,Großer Tiergarten,Tiergarten Süd
06200313,80,14.0,0.0,2.0,11.0,22,0.0,0.0,0.0,6.0,36.0,2.0,3.0,2.0,9.29,6.22,9.61,2.82,68.98,31.99,24.33,1.03,1,1,0,2,B_1941_1990,0.322747989461082,2,Lankwitz Kirche,Lankwitz
01300733,90,71.0,11.0,15.0,39.0,21,2.0,0.0,0.0,23.0,194.0,6.0,45.0,3.0,10.239327939475626,23.11008851457809,19.764868117471924,2.858155633020797,63.96735483100492,25.272131771343847,55.96,2.94,1,2,2,2,B_1940,0.619306130307559,4,Gesundbrunnen,Osloer Straße
12200307,75,6.0,0.0,1.0,8.0,13,0.0,0.0,0.0,6.0,26.0,5.0,6.0,0.0,8.249876697114669,4.118416036069394,17.588402053636962,5.456783054335974,65.06576907811454,39.81442212647526,37.35,2.07,3,1,0,2,B_1940,0.399194528086944,0,Reinickes Hof,West 4 - Auguste-Viktoria-Allee
04200309,87,15.0,1.0,2.0,10.0,11,0.0,2.0,0.0,3.0,114.0,1.0,2.0,0.0,10.639924652578467,2.370103105396902,3.580259304188567,2.680109166909661,66.22992844437518,66.35905766593896,10.22,0.28,1,2,1,1,B_1940,0.333957124689538,2,Neu Westend,Westend
06100204,140,32.0,1.0,1.0,30.0,25,1.0,0.0,0.0,13.0,147.0,7.0,6.0,3.0,10.799898253951142,2.000236168702686,1.393631309907214,2.509805512820894,67.91965039143051,60.47321898617072,16.58,0.91,1,1,0,1,B_1940,0.358773914310752,2,Munsterdamm,Albrechtstraße
01400939,71,56.0,4.0,4.0,46.0,24,2.0,1.0,2.0,26.0,74.0,5.0,51.0,1.0,9.6,5.88,15.24,1.08,61.66,43.52,45.21,2.32,3,1,0,2,B_1940,0.433817964271925,4,Glasgower Straße,Parkviertel
05100206,101,4.0,0.0,0.0,2.0,9,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,7.989999523758889,5.949999645352364,12.589999249577522,6.469999614357948,63.559996211528784,33.399998009204865,43.19,2.77,2,0,0,1,B_1940,0.441258858645142,0,Griesingerstraße,Falkenhagener Feld
09301227,20,2.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,11.555704228618415,8.930922546571818,23.2534324409673,8.963382945408812,67.94163734823465,4.447367109081243,1.98,1.25,1,0,0,1,B_1991_2015,0.104761413004643,2,Karolinenhof,Schmöckwitz
06400842,89,10.0,0.0,0.0,5.0,12,0.0,2.0,0.0,3.0,73.0,6.0,1.0,3.0,11.432789806383079,2.467730545338418,2.068739752022375,2.902590853113797,69.69156186497304,21.297453049599426,3.75,0.19,1,1,0,1,B_1941_1990,0.37586725209997,2,Hüttenweg,Zehlendorf Nord
07300515,109,91.0,5.0,2.0,175.0,23,3.0,1.0,1.0,40.0,141.0,3.0,15.0,3.0,11.304354210812598,1.266568403816782,1.987711982373148,1.378882401478477,69.97344648457133,69.47626673949883,7.59,0.52,1,2,2,2,B_1940,0.286731268939615,3,Taunusstraße,Friedenau West
02500834,134,247.0,8.0,12.0,45.0,28,0.0,1.0,1.0,15.0,312.0,7.0,97.0,6.0,13.971976953928825,0.741139047108591,8.45735223337775,9.828757523617242,52.43184752889442,84.26617489166324,9.32,0.65,1,1,2,2,B_1940,0.359007409685174,1,Revaler Straße,Frankfurter Allee Süd FK
05200634,98,21.0,0.0,1.0,18.0,15,0.0,0.0,0.0,7.0,51.0,9.0,5.0,0.0,8.819537934936088,10.446476288492192,19.863008504655593,3.55829658978575,67.09147254324614,29.067944603505605,8.05,-0.03,1,0,0,0,B_1941_1990,0.162739374859025,2,Börnicker Straße,Wilhelmstadt
09401635,58,12.0,0.0,0.0,5.0,8,0.0,1.0,0.0,0.0,78.0,2.0,0.0,0.0,8.472164059153146,2.413297917139862,25.716356978045077,4.213382526553614,69.11892998235999,9.739850450655648,3.83,0.67,1,0,0,0,B_1991_2015,0.087522797155417,2,Müggelheim,Müggelheim
03601347,72,313.0,12.0,6.0,53.0,27,6.0,3.0,2.0,26.0,159.0,2.0,77.0,3.0,10.490250626484048,0.629921641026449,15.439127734001667,3.960407670971181,61.29995377842657,66.04798895900895,8.08,0.84,1,1,2,2,B_1940,0.330788108715566,3,Helmholtzplatz,Helmholtzplatz
04300413,104,102.0,8.0,4.0,28.0,23,1.0,2.0,0.0,25.0,154.0,1.0,21.0,5.0,13.069980886460945,4.709982126549689,6.79997538337434,3.369994595756161,64.77000657670206,72.0699522925244,24.62,1.15,1,2,1,2,B_1940,0.483006362873786,4,Klausenerplatz,Schloss Charlottenburg
06300629,151,55.0,2.0,1.0,33.0,26,1.0,0.0,3.0,13.0,156.0,4.0,12.0,2.0,10.840928894429235,3.516853651126148,2.478287688829005,3.777398614914855,68.34173430317897,44.50873122671153,8.55,1.13,1,1,1,1,B_1940,0.282586072607891,2,Botanischer Garten,Drakestraße
08401245,32,2.0,0.0,0.0,2.0,3,0.0,1.0,0.0,2.0,68.0,2.0,1.0,0.0,7.9,18.57,9.78,1.93,73.56,10.65,20.75,1.04,0,0,0,1,B_1991_2015,0.299517664343226,2,Frauenviertel,Rudow
07300618,129,112.0,3.0,4.0,176.0,27,3.0,2.0,1.0,37.0,146.0,3.0,30.0,3.0,11.289593477724118,1.240629662098363,1.959527620532317,1.360952801917447,70.00826505308041,69.4825313187018,10.27,0.5,1,1,2,2,B_1940,0.324745168593141,3,Ceciliengärten,Friedenau Ost
05100102,42,9.0,0.0,1.0,3.0,7,0.0,0.0,0.0,5.0,62.0,35.0,5.0,0.0,7.99,5.95,12.59,6.47,63.56,33.4,38.72,0.91,2,1,0,1,B_1941_1990,0.371991572904233,0,Am Forstacker,Hakenfelde
09301025,118,13.0,0.0,3.0,9.0,21,0.0,0.0,0.0,0.0,119.0,0.0,1.0,0.0,11.56,8.94,23.25,8.97,67.94,4.44,12.49,0.7,3,0,0,0,B_1991_2015,0.139820885963869,2,Alt-Bohnsdorf,Bohnsdorf
09200613,217,48.0,7.0,4.0,38.0,37,0.0,1.0,1.0,13.0,234.0,10.0,19.0,1.0,10.220677403352274,2.906838704882138,25.380669816642182,16.146226528568842,55.37352877158439,43.30926886997736,29.66,0.54,2,1,1,2,B_1940,0.316790585686133,2,Bahnhof Schöneweide,Niederschöneweide
03100102,71,6.0,0.0,2.0,8.0,16,0.0,1.0,0.0,3.0,27.0,9.0,3.0,1.0,8.65,0.0,44.8,6.99,63.49,7.4,25.0,1.98,1,1,0,1,B_1940,0.207281508518012,0,Klinikum Buch,Buch
08100520,110,21.0,3.0,2.0,11.0,16,0.0,0.0,0.0,7.0,226.0,10.0,20.0,4.0,11.519557146662844,6.726599032320665,9.555079791685566,-2.015529825683334,62.90124793803843,41.43699320240121,67.53,5.42,0,1,2,1,B_1940,0.743276856084436,4,Weiße Siedlung,Köllnische Heide
06300527,84,31.0,0.0,1.0,13.0,19,0.0,0.0,0.0,2.0,58.0,6.0,5.0,5.0,10.841057324572466,3.518179963440634,2.479289316483773,3.778509301301092,68.3423398773512,44.48976860268042,9.68,0.86,1,1,0,1,B_1940,0.297843405424078,2,Sundgauer Straße,Teltower Damm
10100104,42,4.0,1.0,1.0,7.0,8,0.0,0.0,0.0,2.0,86.0,1.0,5.0,0.0,7.21,1.03,35.26,3.12,70.54,3.41,39.47,1.03,0,1,0,1,B_1941_1990,0.275211203523069,0,Golliner Straße,Marzahn Nord
09100202,76,27.0,2.0,0.0,26.0,8,0.0,0.0,0.0,5.0,244.0,14.0,10.0,2.0,10.720995014756918,0.597636747768847,18.70859462686465,6.039962775346358,65.14720150990179,36.01675366694108,8.38,0.84,2,1,0,1,B_1940,0.195481484860946,2,Plänterwald West,Plänterwald
07400824,126,46.0,2.0,2.0,25.0,28,0.0,0.0,0.0,23.0,69.0,7.0,13.0,5.0,10.47,2.76,12.69,1.94,66.78,39.08,22.87,1.22,1,2,1,2,B_1940,0.395332966483466,2,Bosepark,Tempelhof Südwest
07400822,149,12.0,0.0,1.0,5.0,18,0.0,0.0,0.0,10.0,211.0,12.0,5.0,2.0,10.485749509192974,2.765297933912952,12.665900971611846,1.945784973999252,66.7736912495694,39.164869432268745,21.48,0.51,0,2,1,2,B_1940,0.220694347032273,2,Lindenhofsiedlung,Tempelhof Südwest
10100207,70,3.0,0.0,0.0,5.0,10,0.0,0.0,0.0,2.0,293.0,10.0,1.0,1.0,7.21,1.03,35.26,3.12,70.54,3.41,39.47,1.18,1,0,0,1,B_1941_1990,0.176902995076975,0,Ahrensfelder Berge,Marzahn Mitte
09100305,79,13.0,0.0,1.0,6.0,11,0.0,0.0,0.0,6.0,58.0,14.0,7.0,1.0,10.719051874140279,0.594398155570962,18.73264430882875,6.069166020974517,65.13143899843097,36.02385720232502,16.26,2.32,1,1,1,1,B_1940,0.180761482504364,0,Baumschulenweg Ost,Baumschulenweg
11400930,94,17.0,0.0,1.0,35.0,25,0.0,0.0,0.0,8.0,314.0,31.0,22.0,1.0,9.49,2.04,31.11,9.99,61.22,20.71,7.32,0.52,1,1,1,2,B_1940,0.248124214395297,0,Zachertstraße,Neu-Lichtenberg
07501133,139,19.0,0.0,2.0,20.0,20,0.0,0.0,0.0,12.0,33.0,9.0,11.0,2.0,8.29999802085542,8.042796901432448,10.100721866693057,2.769500744894031,68.3218565060239,37.1923598672825,30.03,1.45,1,1,1,2,B_1941_1990,0.401165168335837,0,Fritz-Werner-Straße,Mariendorf Süd
09401431,83,18.0,1.0,1.0,6.0,12,0.0,1.0,0.0,2.0,100.0,2.0,6.0,0.0,8.479839811683632,2.403158667325042,25.670704595074056,4.226212637810968,69.1110006299615,9.800305618573912,17.77,0.77,1,1,0,1,B_1941_1990,0.098836255211087,0,Allende I,Allende-Viertel
04400834,93,29.0,2.0,4.0,70.0,19,1.0,0.0,1.0,7.0,86.0,0.0,8.0,2.0,12.37992995642315,7.949218238741015,9.009057842424372,4.739734936812457,68.32000922828693,57.796905504164165,8.21,-0.05,1,1,1,1,B_1940,0.32736413166926,2,Binger Straße,Schmargendorf
06400839,153,41.0,0.0,0.0,23.0,27,1.0,0.0,1.0,3.0,113.0,2.0,4.0,6.0,11.449732332727871,2.470460008047521,2.07017958576791,2.920376738945488,69.68940616048172,21.330169464751382,5.48,0.25,0,0,0,1,B_1940,0.233045486510206,2,Fischerhüttenstraße,Zehlendorf Nord
07400928,58,8.0,0.0,1.0,2.0,6,0.0,0.0,0.0,3.0,139.0,3.0,4.0,2.0,10.464984881887213,2.783655447672063,12.696446963628112,1.939160338892252,66.78957687155985,39.01865640787873,58.23,1.36,1,2,0,2,B_1940,0.571582676579616,0,Germaniagarten,Tempelhof Südost
10200418,61,8.0,0.0,0.0,4.0,8,0.0,0.0,1.0,5.0,284.0,14.0,2.0,2.0,8.617483998901443,2.547287733181147,38.32452184594003,6.434075835933909,65.45908232696121,6.065253528762842,30.81,-0.03,1,1,0,2,B_1941_1990,0.249834721696015,0,Kyritzer Straße,Hellersdorf Nord
02500727,65,175.0,7.0,11.0,47.0,24,3.0,1.0,0.0,27.0,208.0,16.0,70.0,0.0,13.970364758481155,0.740209891302511,8.38609454630583,9.837928988633793,52.41402723286883,84.3345587214519,14.27,0.39,1,1,2,2,B_1940,0.341750062011225,1,Forckenbeckplatz,Frankfurter Allee Nord
11100206,57,9.0,0.0,5.0,14.0,15,1.0,0.0,0.0,5.0,173.0,2.0,3.0,0.0,8.039999520778656,0.549999967217445,52.9199968457222,5.309999683499336,71.09999576210976,14.049999162554741,44.55,2.68,3,1,0,1,B_1941_1990,0.290695792821522,0,Wartenberg Nord,Neu-Hohenschönhausen Nord
11100203,56,3.0,0.0,2.0,7.0,8,1.0,0.0,1.0,3.0,102.0,2.0,1.0,0.0,8.039897376971057,0.550059156599018,52.91782083361905,5.309729809794807,71.09992833956987,14.04868772812057,44.63,1.58,0,1,0,2,B_1941_1990,0.331181430515293,0,Falkenberg Ost,Neu-Hohenschönhausen Nord
11300619,55,13.0,0.0,1.0,17.0,14,2.0,0.0,1.0,2.0,206.0,7.0,12.0,4.0,8.72,0.59,32.85,4.89,62.09,6.99,22.83,0.94,1,1,0,2,B_1941_1990,0.301945200692269,0,Rudolf-Seiffert-Park,Fennpfuhl
02300417,105,306.0,18.0,12.0,43.0,29,2.0,5.0,1.0,44.0,231.0,9.0,116.0,2.0,12.685074808506405,7.387300673277923,9.340880623083185,-2.308367285859076,68.1468949191582,42.40584384539139,33.24,1.95,0,1,1,2,B_1940,0.51211618831874,1,Reichenberger Straße West,Südliche Luisenstadt
02100103,135,87.0,5.0,10.0,23.0,27,0.0,3.0,2.0,17.0,276.0,21.0,15.0,8.0,13.349999646098938,26.08999703065085,28.669997857313927,0.900000757537575,68.50999617317325,18.20000157439843,50.76,2.77,1,2,1,2,B_1941_1990,0.681314459425536,4,Am Berlin Museum,Südliche  Friedrichstadt
09200512,101,18.0,3.0,4.0,32.0,14,1.0,0.0,1.0,9.0,258.0,9.0,7.0,0.0,10.21969025536775,2.908581009326881,25.38843261245871,16.154659822398244,55.36651679306291,43.30520901776894,30.69,0.57,1,1,1,1,B_1941_1990,0.242884549891328,2,Wuhlheide,Oberschöneweide
01100415,185,320.0,18.0,11.0,49.0,33,1.0,7.0,3.0,15.0,251.0,10.0,84.0,13.0,16.163025578260424,1.865039486858295,16.663657658278243,11.290073546578643,56.718538391996404,48.89216117567965,7.1,0.53,1,1,1,2,B_1940,0.440654032590865,1,Invalidenstraße,Brunnenstraße Süd
11400931,131,23.0,0.0,4.0,39.0,25,0.0,0.0,0.0,6.0,399.0,14.0,23.0,5.0,9.48999943435192,2.039999878406525,31.1099981456995,9.989999404549598,61.219996351003644,20.70999876558781,30.14,0.39,1,1,1,2,B_1941_1990,0.24816767570163,0,Massower Straße,Neu-Lichtenberg
06200420,113,12.0,0.0,0.0,10.0,18,0.0,0.0,1.0,0.0,29.0,4.0,5.0,0.0,9.290865868707186,6.218492127247154,9.606017972836272,2.82053622566862,68.9796438278421,31.997004358092088,20.93,0.68,1,0,0,1,B_1941_1990,0.289870128297889,2,Lichterfelde Süd,Ostpreußendamm
09300922,36,4.0,0.0,3.0,2.0,3,0.0,0.0,0.0,0.0,63.0,0.0,3.0,1.0,11.56,8.94,23.25,8.97,67.94,4.44,54.3,3.09,0,1,0,1,B_1941_1990,0.186396002280663,0,Kosmos Viertel,Altglienicke
01300834,108,122.0,6.0,9.0,43.0,25,2.0,3.0,0.0,26.0,195.0,19.0,34.0,8.0,10.240000003398961,23.129998658204702,19.769999724982057,2.860000061223002,63.96999977364065,25.250002359446224,52.31,3.4,1,1,1,2,B_1941_1990,0.663320775846265,4,Brunnenstraße,Brunnenstraße Nord
08100103,44,81.0,7.0,11.0,41.0,12,2.0,1.0,2.0,21.0,419.0,1.0,34.0,0.0,11.52,6.73,9.55,-2.02,62.9,41.44,39.84,1.97,2,1,1,1,B_1940,0.515621635891341,4,Schillerpromenade Süd,Schillerpromenade
07400721,192,107.0,6.0,7.0,34.0,35,0.0,0.0,0.0,24.0,395.0,9.0,29.0,16.0,10.479643975084182,2.770151009595138,12.669894083185936,1.937166040559532,66.76879794733017,39.1018603377277,14.21,0.36,1,1,1,1,B_1940,0.386707247196571,2,Paradestraße,Tempelhof Nord
05300841,65,19.0,0.0,4.0,15.0,10,0.0,1.0,0.0,3.0,38.0,2.0,6.0,2.0,8.328777193005662,10.420693940548226,30.712833977218253,3.85668000275502,65.9275110205426,34.241900058942846,30.6,1.52,3,1,1,2,B_1940,0.479927456348658,0,Siemensdamm,Siemensstadt
07400927,169,54.0,2.0,4.0,25.0,31,0.0,2.0,1.0,21.0,145.0,6.0,14.0,6.0,10.468772805331794,2.763045941256532,12.688615350179461,1.940457373322861,66.78090934230416,39.0785783649145,36.2,1.21,2,2,1,2,B_1940,0.460638927991464,2,Rathaus Tempelhof,Tempelhof Südost
06200316,83,6.0,0.0,0.0,6.0,16,0.0,0.0,0.0,3.0,44.0,9.0,4.0,0.0,9.28999944627285,6.219999629259109,9.609999427199362,2.819999831914902,68.9799958884716,31.98999809324741,31.98,1.81,0,1,0,2,B_1941_1990,0.357159952436656,0,Belßstraße,Lankwitz
03200205,102,20.0,1.0,0.0,21.0,15,0.0,1.0,0.0,15.0,25.0,3.0,5.0,0.0,10.759803360735532,3.208764670835808,3.463226932589896,5.410472145129461,68.99771860765759,22.115799216600134,6.03,0.44,2,1,1,1,B_1940,0.174504519550449,2,Uhlandstraße,Blankenfelde/Niederschönhausen
11300826,176,122.0,5.0,8.0,74.0,39,1.0,0.0,0.0,20.0,526.0,25.0,64.0,2.0,8.722734597037343,0.592867449127662,32.84086705075883,4.901121863893931,62.08603566401769,7.034925651983795,33.36,1.2,1,1,1,2,B_1941_1990,0.377836427603663,4,Frankfurter Allee Süd,Frankfurter Allee Süd
04400729,93,14.0,2.0,0.0,8.0,13,0.0,1.0,0.0,0.0,48.0,0.0,2.0,3.0,3.733652775037117,2.396647653681357,2.716239203147634,-4.730566129336658,70.16363120946006,17.43077809924929,5.49,0.29,1,0,0,0,B_1941_1990,0.376958183147022,2,Hundekehle,Grunewald
